house_quarterly_growth,house_twelve_month_growth,house_average_annual_growth,house_number_of_sales,unit_quarterly_growth,unit_twelve_month_growth,unit_average_annual_growth,unit_number_of_sales,suburb_id
+8.80,+6.67,+9.10,25,,,,4,10867
+1.86,+26.98,+9.69,35,+9.25,-7.59,,8,7142
-0.41,+9.61,+2.91,103,+0.49,+4.55,-0.66,20,11651
+5.20,+40.87,+7.63,27,+7.88,,+1.53,8,6938
,,,4,,,,,11382
,,,0,,,,0,8852
+1.73,+23.39,+12.74,46,,,,3,8547
+11.90,+48.28,+11.05,29,,,,5,8007
+5.00,+24.83,+7.91,59,+3.56,+3.56,+2.94,228,6448
+1.28,+11.27,+5.03,79,,,,3,3041
,,,3,,,,0,2181
,,,6,,,,0,3790
-0.33,+26.67,+14.87,151,+2.22,+17.50,+15.90,80,8558
+1.52,+22.07,+10.36,59,+23.10,+23.70,+7.44,21,8038
-2.92,+20.30,+13.47,41,,,,3,8523
-3.07,+2.24,+2.32,16,+2.22,+6.17,+0.22,333,3668
+5.52,+23.21,+7.95,66,+4.57,+29.69,+6.14,12,3525
+3.07,+24.87,+11.04,210,+4.84,+24.76,+9.49,477,5715
,,,1,,,,0,6737
+0.88,+26.03,+8.35,129,,,,0,5002
+7.89,+22.38,+8.44,29,+9.85,+16.94,+3.72,18,7236
+1.20,+9.48,+7.61,57,,,,0,4228
+1.60,+27.00,+8.75,65,,,,0,2965
+5.12,+23.90,+11.39,47,-10.14,+33.33,+17.66,33,8639
-0.87,+8.83,+7.89,21,,,,7,1185
0.00,+13.99,+5.05,192,+4.39,+2.59,+2.53,77,3902
0.00,+22.28,+15.29,37,,,,2,8448
+3.24,+37.55,+13.41,22,,,,0,2570
+2.09,-1.02,+0.90,39,,,,1,3765
,,,2,,,,,880
+20.12,+25.26,+22.96,54,0.00,+8.91,+9.15,31,5789
,,,0,,,,,10093
+7.14,+30.43,+8.45,127,,,,3,6376
+7.84,+14.90,+4.64,82,,,,1,6128
+7.16,+26.37,+7.29,96,,,,0,5321
+1.37,+26.24,+5.61,33,+1.33,-2.81,+2.25,38,7631
+3.80,+29.13,+8.72,406,+10.95,+21.35,+6.26,20,6247
+1.91,+15.14,+11.00,40,,,,5,9861
-0.18,+3.75,+2.01,151,-0.11,+2.82,+3.95,132,9393
+3.17,+26.06,+11.47,64,,,,0,4969
+5.11,+11.84,+9.21,47,,,,1,609
+4.17,+25.00,+7.78,53,,,,0,304
+2.94,+20.03,+9.12,59,+7.03,+15.72,+3.78,153,363
+6.55,+13.17,+12.75,18,,,,4,10035
+3.33,+26.53,+0.83,103,,,,1,4700
+6.98,+27.78,+7.70,107,+5.43,+28.76,+5.75,38,2718
+12.90,+35.82,+11.63,29,+2.01,+7.11,+5.76,78,32
+2.98,+32.78,+8.64,46,,,,0,6608
+4.84,+31.32,+6.47,200,+7.29,+24.77,+4.03,176,6642
+1.48,+7.66,+5.46,132,+6.12,-10.96,+0.15,63,12382
-1.57,+23.21,+4.68,45,-0.88,-0.74,+0.21,109,225
-30.23,+1.48,+6.04,18,,,,0,3941
,,,2,,,,,5828
+11.35,+29.91,+7.33,155,+0.82,+6.59,+3.84,51,7116
+6.67,+23.08,+2.19,80,,,,1,11735
+0.12,+19.44,+6.28,35,,,,0,3841
,,,0,-12.67,+3.21,+5.07,80,3042
+0.94,+26.67,+15.97,22,+0.53,+6.70,+7.92,14,1801
,,,0,,,,0,1304
+6.35,+39.22,+7.98,153,,,,1,6412
,,,4,,,,0,3374
+2.44,+5.26,+5.26,148,+10.05,-49.88,,20,4552
,,,5,,,,,6183
-3.33,+49.78,+7.91,20,,,,3,917
,,,4,,,,0,933
+7.20,+18.08,+14.65,34,,,,0,4799
+0.18,+28.15,+10.63,187,-0.71,+22.81,+4.10,39,2381
-3.43,+13.88,+16.49,28,,,,0,11027
+6.03,+44.28,+4.86,14,,,,2,12366
+7.67,+21.00,+8.90,67,+2.59,,+0.64,5,5079
+8.48,+24.75,+7.86,226,+16.47,,-2.89,34,4758
,,,4,,,,0,1402
+2.17,+17.50,+7.01,191,+2.96,+11.20,+5.97,16,3727
,,,0,,,,0,9798
+4.25,+21.43,+5.76,24,,,,0,12718
,,,5,,,,0,2638
+3.18,+40.91,,24,,,,1,2309
+1.62,-11.15,+7.43,37,,,,1,11421
+5.67,+16.34,+6.84,18,,,,,12358
0.00,+16.02,+10.41,22,,,,0,77
-3.03,+12.28,+4.89,36,+8.60,+25.96,+11.33,11,738
-3.70,+12.50,+7.59,34,0.00,-9.09,+4.85,28,3118
+1.57,+22.16,+11.22,61,+3.45,+35.34,+12.52,16,2326
,,,2,,,,,5174
,,,6,,,,,9364
-12.76,+3.80,+5.64,10,,,,0,3893
,,,0,,,,,9359
-0.21,+6.14,+2.76,59,+7.01,,,6,11928
,,,9,-12.48,-2.42,+0.62,10,2625
,,,1,,,,,9723
+6.04,+34.72,+13.48,48,,,,8,7997
+3.08,+24.29,+12.08,38,+2.00,+20.00,+7.37,17,1865
,,,1,,,,0,8617
+1.05,+14.47,+5.83,139,+0.71,+13.78,+6.43,80,10192
-4.00,+35.90,+8.45,21,,,,2,7740
+4.06,+12.19,+6.65,40,-10.00,+10.96,+2.38,25,8094
,,,6,,,,,4315
+2.38,+6.17,+3.62,18,-4.31,-4.31,+2.31,81,11369
+3.53,+25.71,+10.26,259,0.00,+12.36,+7.70,121,2071
,,,5,,,,0,4307
,,,0,,,,,10057
+0.25,+5.03,+8.50,38,,,,3,9091
+7.24,+12.84,+2.21,180,-0.28,+10.63,-1.09,44,4297
+1.20,+11.11,+3.77,133,,,,3,2496
-0.71,+8.59,+4.05,16,,,,0,3378
-4.41,+13.04,+8.92,52,0.00,,,5,330
+5.07,+31.58,+9.96,349,0.00,+5.99,+2.98,28,4225
+0.41,+10.45,+4.10,70,,,,8,1651
-8.70,+18.64,,15,,,,0,3906
-0.35,+22.35,+11.23,22,+5.70,+18.14,+12.12,14,229
-17.65,,,10,,,,,431
+2.70,+12.43,+9.26,340,-0.45,+7.40,+10.76,78,10049
,,,3,,,,0,8935
,,,5,,,,1,6286
+2.63,+20.55,+14.29,449,0.00,+15.11,+6.90,59,11317
+3.03,+25.69,+7.05,131,,,,0,336
-5.08,+13.98,+4.15,38,+21.43,+39.34,-2.12,42,4380
+3.67,+24.27,+12.37,56,-1.91,+24.50,+9.88,26,3857
+4.81,+34.57,+17.34,82,+5.25,+20.29,+11.01,17,8637
+6.49,+25.74,+10.00,241,+2.30,+0.56,+6.36,104,4339
+0.12,+17.21,+10.28,80,,,,2,22
,,,0,,,,0,11217
+2.86,+15.89,+9.37,226,+3.52,+17.79,+6.19,56,3616
+0.04,+19.05,+9.68,63,,,,0,2227
-14.60,+28.66,+17.10,25,,,,6,3601
+3.87,+18.47,-0.92,128,+10.57,+8.80,,8,6235
,,,7,,,,,2164
-3.79,-3.15,+8.90,16,,,+19.30,10,7323
+5.59,+21.13,+7.66,57,,,,2,8069
+5.15,+27.89,+7.82,131,+2.38,+27.00,,14,1547
-0.72,+6.15,+11.38,53,,,,6,10107
-1.80,0.00,+6.45,34,,,,1,6352
-0.90,+19.05,,8,-15.64,,+1.25,11,7518
+9.97,+23.58,+14.18,54,,,,0,1555
0.00,+26.81,,3,,,,0,5293
+2.71,+8.94,+2.65,74,-1.42,-13.33,,23,12564
-11.60,+3.23,+5.06,21,,,,,8161
,,,3,,,,0,8951
+6.61,+33.56,+12.32,78,+4.65,,,8,11209
+2.38,+26.47,+10.29,68,,,,2,134
,,,6,,,,0,4912
+2.78,+29.82,+13.09,73,,,,2,3740
+6.06,+33.64,+12.80,214,-6.16,+48.84,+17.81,17,9065
+5.60,+21.95,+6.21,159,+15.25,+11.88,+2.67,33,4693
+5.75,+2.99,+6.76,13,,,,1,9433
+6.62,+22.78,+9.40,182,,,,2,7421
+6.89,+30.81,+10.27,154,,,,8,3706
-2.81,+17.91,+3.91,114,-0.40,+1.25,+1.24,267,220
+3.85,+35.00,+10.54,163,,,,1,4516
,,,3,,,,0,9166
+6.56,+48.10,+12.23,95,,,,2,6269
+4.28,+31.53,+9.81,38,,,,8,8022
+11.96,+46.67,+9.01,205,+1.46,+1.46,+7.12,5,1584
,,,1,,,,0,759
+1.05,+9.78,+5.92,122,-1.74,+5.12,+1.19,63,5830
0.00,+17.30,+6.94,123,+1.32,-1.47,-1.19,166,12847
+2.26,+19.12,+9.46,240,-0.84,+8.29,+8.00,24,10236
+0.90,+13.92,+6.72,129,,,,5,5233
+4.26,+18.07,+10.44,81,+4.05,,+9.91,11,10338
+0.09,+27.51,+15.51,38,+8.56,+23.08,+9.86,21,8808
+2.01,+10.14,+0.53,52,,,,5,12101
+1.95,+19.29,+6.48,150,+5.15,+5.60,+9.45,68,987
-2.84,-9.29,+2.41,18,,,,,11870
-0.04,+23.04,+7.33,123,-0.31,+2.65,+1.12,112,2675
+6.32,+29.10,+11.78,288,+6.10,+26.98,+9.42,137,6684
+3.13,+27.16,+7.76,91,+1.33,+16.03,+3.68,22,1343
+5.00,+23.53,+7.99,65,,,,2,6776
0.00,+7.05,+2.95,17,-2.27,+9.90,-0.91,115,3664
+1.62,+23.15,+9.53,110,+5.11,+8.82,+5.51,29,5062
+5.53,+16.51,+4.99,70,,,,0,1411
+4.20,+24.00,+9.16,295,+6.19,+13.85,+5.23,83,10928
-0.15,+22.70,+9.87,78,-12.67,-13.82,+0.94,97,261
-19.79,+42.08,+14.72,47,,,,3,611
+0.69,+21.67,+6.82,39,,,,0,3112
+3.93,+13.16,+8.92,47,+3.00,+3.00,+4.54,17,8075
-9.14,+10.23,+13.10,14,,,,0,3409
,,,7,,,,0,620
+7.69,+35.67,+7.50,251,+4.76,+22.91,+1.65,147,6846
+3.16,+28.95,+7.43,105,,,,5,2733
+7.23,+29.58,+10.24,72,,,,2,7470
+7.55,,+11.89,6,,,,,2331
0.00,+17.19,,9,,,,0,10198
+13.53,+28.75,+5.58,46,,,,4,7581
+6.52,+18.55,+11.04,12,,,,0,7366
+14.58,+37.93,+15.77,45,+3.70,-2.93,+9.62,13,661
0.00,+21.62,+6.72,102,+2.94,+2.12,-0.70,49,2673
+6.85,+22.77,,20,,,,0,5358
+16.67,+46.41,+13.91,32,,,,0,1739
+2.74,+9.80,+6.80,105,-6.58,-5.28,+1.92,18,3099
+0.95,+25.90,+5.50,24,,,,1,2743
+3.88,+20.94,+17.44,29,,,,1,10538
-2.12,-9.76,-1.09,38,-5.19,+7.54,+4.00,46,9475
+2.68,+21.31,+8.64,28,,,,5,825
,,,1,,,,,4670
,,,7,-2.94,-7.37,-0.87,147,2291
0.00,+33.33,+8.18,27,,,,1,12501
-0.40,+11.57,+3.83,182,+0.44,+10.36,+4.47,60,11887
,,,8,+3.51,+2.31,+0.79,520,9682
,,+8.79,6,,,,0,674
,,,0,,,,0,10241
,,,5,,,,,1639
+7.30,+38.89,+9.99,60,+3.50,+29.38,+6.94,26,2435
+9.22,+29.38,+10.74,15,,,,0,370
+3.91,+13.91,+3.18,153,0.00,,,12,12713
,,,1,,,,,6164
+2.78,+8.15,+3.91,167,+2.86,+18.59,+6.23,82,11146
+4.93,+23.46,+7.24,21,+1.17,+13.60,+1.45,98,11717
+2.17,+12.80,+12.07,35,,,,1,9419
+0.33,,+22.30,32,,,,0,329
-5.66,-16.39,+3.67,270,-13.04,0.00,,21,2434
+4.54,+30.56,+10.02,79,+2.37,+23.04,+9.10,39,4384
,,,4,,,,0,8611
-19.31,-9.98,+13.00,12,-2.38,+13.89,+8.47,62,1079
-0.32,+12.79,+4.49,131,,,,1,2051
-4.44,-2.27,+5.76,18,,,,0,6612
+1.52,+14.04,+4.60,173,-0.25,,+7.09,8,12525
+2.22,+7.60,+2.20,222,0.00,+7.23,-0.46,40,12257
+3.66,+21.92,+13.10,398,+1.74,+25.75,+11.37,54,11301
+2.97,+23.13,+13.36,60,+2.77,+30.00,+11.23,25,98
+6.03,+37.16,+9.96,30,,,,0,4357
-0.13,+10.29,+4.56,107,+3.33,,+0.66,10,11602
0.00,0.00,+5.18,33,,,,10,11638
,,,2,,,,0,5536
+0.59,+21.28,+8.43,34,,,,0,4453
+9.54,+49.74,+14.21,12,,,,2,654
+17.69,+31.86,+8.09,38,,,,0,4234
+10.24,+24.16,+11.26,28,,,,0,3620
+2.88,+49.47,+15.03,45,+1.52,+31.37,+9.02,49,3122
+5.41,+20.87,+5.68,112,+9.34,+25.09,+4.58,40,5559
+5.88,+28.57,+14.88,59,,,,3,11151
,,,5,,,,,6178
-3.46,-1.95,+9.73,15,+1.12,+7.14,+7.39,17,550
+4.68,+10.47,+9.26,22,,,,3,1466
+4.34,+25.19,+5.63,681,+5.26,+22.03,+6.79,110,6166
+1.03,+16.95,+11.25,143,+0.06,+38.27,+12.89,20,9728
,,,1,,,,,1751
+1.02,+18.29,+10.50,154,-1.18,+22.63,+6.89,27,9634
+12.20,+31.43,+14.62,21,,,,0,6407
-0.61,+24.36,+6.97,68,-1.16,+0.20,-1.46,57,2826
,,,9,,,,1,1666
+16.67,+32.91,+12.60,36,,,,2,7169
+1.92,-14.86,+1.58,45,,,,0,8103
+1.06,+5.56,+5.12,122,+4.32,+8.25,+0.13,254,12690
+6.20,+31.60,+11.19,48,+4.35,+25.95,+5.34,12,39
+5.20,+26.24,+8.02,178,,,,0,5873
+8.51,+36.00,+11.76,92,+11.26,+30.37,+9.97,39,6348
,,,1,,,,,499
,,,0,,,,,9706
-5.78,+13.73,+2.38,76,-1.82,+3.34,+4.31,67,10071
+6.75,+34.86,+10.31,145,-0.47,+12.41,+6.42,36,4738
+9.09,+16.88,+7.06,40,,,,0,4915
0.00,,,9,,,,0,5858
+3.99,+25.00,+10.42,35,,,,0,6927
-1.44,+26.57,+7.52,35,,,,0,2815
+3.53,+7.32,+1.92,236,-1.25,+34.90,+2.38,40,6036
+7.14,+25.35,+10.03,72,,,,2,4480
,,,1,,,,0,4652
,,,4,,,,,7270
+0.33,+30.80,+8.25,157,+14.09,+22.30,,14,5639
,,,1,,,,0,10528
+2.59,+20.56,+11.52,97,,,,6,9782
+9.35,+48.03,+4.14,30,+2.37,+11.58,+3.31,72,8087
+3.51,+21.81,+18.15,131,+1.78,+29.01,+18.02,18,8743
+0.28,+20.45,+6.33,315,+0.26,+9.27,+2.87,137,2909
+6.50,+31.23,+9.34,163,,,,6,7856
,,,0,,,,0,9914
+5.11,+10.04,+3.85,63,0.00,,+5.92,13,10941
+3.72,+29.29,+11.29,208,+4.22,,+11.64,9,6518
+3.86,+41.50,+11.73,19,,,,1,3072
-7.69,-13.79,+4.56,37,0.00,+23.00,+6.25,25,10347
+0.34,+0.34,+4.78,124,,,,3,6343
,,,4,,,,0,11020
,,,0,,,,0,5021
,,,1,,,,,9318
+5.85,+25.00,+8.67,59,,,,8,5460
-3.67,+7.58,+6.68,231,-1.13,+8.26,+1.52,308,2449
+8.06,+25.00,+7.19,23,,,,7,7598
+1.56,+9.24,+6.25,711,-2.74,+7.68,+3.14,40,11224
,,,3,,,,,7925
+1.33,+26.67,+4.28,55,,,,1,12665
-5.61,+0.37,+7.77,42,,,,1,4436
+8.74,+29.78,+9.35,108,+0.45,+12.67,,11,7692
+10.40,+45.26,+9.54,209,,,,0,7235
+10.03,+24.59,+12.14,20,,,,1,8879
+3.61,+11.69,+4.50,170,,,,2,12220
-3.76,+1.39,+3.66,105,+0.25,-2.58,+2.79,62,10716
0.00,+17.01,+5.12,50,,,,2,3714
0.00,+22.09,+9.86,145,+2.35,+9.57,+0.90,125,5478
-5.82,+4.18,+4.59,40,+0.26,+5.04,+4.42,25,9316
+13.94,+25.40,+6.67,62,,,,6,5184
-1.08,-9.14,+1.36,11,,,,2,11071
+1.41,+25.76,+9.86,273,+3.61,+31.16,+7.51,150,5999
,,,3,,,,8,2377
+2.17,+16.28,+4.30,121,,,,7,809
+0.72,+16.46,+14.29,19,,,,7,8565
+0.13,+14.33,+8.97,21,+2.29,+21.10,+8.59,18,1126
+2.89,+2.89,+2.00,136,,,,0,12617
+2.91,+21.50,+6.04,193,-1.23,0.00,-1.61,444,1350
,,,8,,,,0,5471
+6.96,+23.88,+6.08,291,+1.67,+14.02,+4.10,103,6018
+8.82,+23.33,+7.83,155,+2.80,,,16,5329
+4.67,+13.82,+16.14,79,0.00,,+7.30,4,8786
+4.13,+26.00,+13.77,112,+1.15,+15.41,+5.45,67,1925
+17.28,+35.74,,10,,,,0,9343
,,,4,,,,0,7365
+1.01,+25.47,+10.95,76,+5.81,+18.84,+10.40,45,9828
+14.06,+20.66,+15.19,17,,,,0,6699
+1.32,+44.91,+10.57,19,,,,0,8908
,,,0,,,,,10400
,,,2,,,,,6364
+2.48,+15.27,+4.67,172,0.00,+0.87,+7.29,61,9049
0.00,+0.84,+8.15,26,+6.91,-0.85,+4.00,22,8312
+1.94,+22.01,+12.27,163,+23.98,+39.80,+16.81,15,11040
+3.59,+40.50,+15.23,30,,,,4,8940
0.00,+20.71,+6.54,203,+0.92,-1.04,+0.56,134,1346
+0.56,+15.16,+7.60,124,-0.83,+30.68,+7.84,14,2260
+10.09,+25.44,+2.08,33,,,,1,7967
-0.61,+19.12,,19,,,,0,2365
+5.58,+16.69,+5.00,138,-3.93,,,11,7820
,,,3,,,,0,9786
,,,0,,,,,9613
+0.37,+16.93,+9.40,36,+2.00,-23.58,,8,124
-5.99,+17.16,+7.37,93,+0.67,+3.03,+5.93,34,153
+0.96,+14.12,+5.93,84,,,,3,3199
+3.27,+29.96,+5.73,82,,,,1,12032
+2.16,+12.86,+4.17,174,+1.45,+17.85,-0.63,14,11609
,,,0,,,,,6083
+2.84,+48.72,+15.68,74,,,,3,4759
,,,6,,,,0,12288
+3.37,+22.79,+9.11,159,+3.00,+22.03,+6.32,89,3878
,,,9,,,,0,1602
+1.43,+9.23,+6.53,205,,,,5,9845
+3.23,+27.90,+12.00,64,+5.23,+11.32,+7.46,14,5243
+0.22,+31.43,+13.90,31,,,,4,12779
,,,1,,,,,372
0.00,+7.14,+7.57,108,,,,3,5012
+2.72,+24.34,+8.45,10,,,,0,1477
+0.37,+12.33,+12.34,42,+14.69,-15.83,-1.81,14,30
,,,0,+13.18,+18.57,+6.01,7,3119
+4.39,+20.39,+8.38,103,+5.33,+21.58,+8.89,18,9
+23.34,+44.49,+9.15,7,,,,,816
+4.40,+35.55,+10.20,126,,,,6,3719
+6.97,+31.13,+9.68,85,,,,0,775
+12.35,+34.57,+8.60,25,,,,4,6944
,,,5,,,,,726
+7.31,+20.78,+7.43,86,,,,4,7023
,,,9,,,,0,1706
,,,7,,,,0,8930
,,,8,-0.88,-5.88,-0.92,24,2279
+6.50,+34.14,+11.21,109,-0.62,+27.07,+3.52,49,6240
-1.59,-6.06,-4.61,35,+10.64,-9.30,,25,5373
+2.37,+15.97,+15.48,35,,,,0,6512
+19.16,+34.97,+17.64,23,,,,2,11085
,,,2,,,,,2952
,,,0,,,,0,10026
+2.26,+23.11,+6.92,93,+7.42,+27.59,+8.40,37,8290
+0.96,+16.68,+4.66,106,,,,6,11929
-0.54,+7.92,+4.65,104,0.00,-7.86,-0.46,61,1099
-1.64,+23.56,+5.82,76,,,,1,298
+2.50,+18.54,+6.09,177,,,,3,12004
+9.09,+50.00,+9.18,15,,,,0,12356
-5.22,+14.74,+4.02,53,-0.44,-3.19,-0.91,25,2959
+14.29,+39.13,+7.39,21,,,,1,5003
+5.37,+25.87,+8.60,94,0.00,-13.64,,11,7157
-1.17,+20.12,+15.34,12,,,,4,3156
+2.53,+22.63,+12.10,23,+3.54,+9.62,+13.70,20,8763
-2.02,+11.99,+6.10,194,+10.70,+14.58,+7.24,88,9323
+4.65,+30.25,+6.40,178,+7.35,+24.21,+3.08,315,4616
,,,5,+2.30,+3.18,+0.10,479,11010
0.00,+22.55,+4.59,92,,,,0,2339
,,,0,,,,,11067
+13.04,+20.93,+1.83,51,,,,1,5778
+5.41,+40.17,+14.85,58,+2.24,+5.80,+3.66,46,6586
,,,6,,,,0,8559
+2.37,+13.82,+4.32,235,,,,7,11900
+6.74,+27.23,+9.99,56,,,,3,6476
0.00,+11.96,+6.04,451,0.00,+5.32,+4.68,119,9781
+0.78,+8.99,+5.28,171,+9.97,+40.00,,23,6527
,,,4,,,,0,3355
+2.36,+33.27,+8.45,82,+5.57,+28.06,+6.90,13,5746
,,,3,,,,,549
-29.52,-34.16,,29,0.00,-5.45,-1.00,145,6637
+2.69,+16.04,+5.61,86,,,,0,12070
-1.94,+13.69,+8.34,160,-3.00,+2.73,+3.53,434,2932
+2.54,+17.45,+14.03,29,,,,4,8375
+8.82,+17.46,+6.11,81,-3.13,+47.62,,24,6288
,,,1,,,,0,2007
,,,6,,,,,853
+7.03,+22.54,+5.63,9,,,,5,6482
+3.75,+27.69,+16.38,47,,,,0,8358
,,,0,,,,0,9296
,,,1,,,,,1507
-4.17,-35.21,+11.24,7,+2.15,+29.25,+12.04,39,4419
-2.60,+13.78,+10.28,77,+0.24,+3.82,+4.47,46,87
+14.04,+41.79,+9.72,29,+25.84,-5.61,+8.35,10,7684
0.00,+5.66,+4.68,235,,,,2,12600
+5.23,+32.56,+12.24,24,,,,1,7870
+5.52,+27.50,+10.71,98,,,,0,5910
+0.51,+10.55,+2.75,164,-5.41,+8.02,-1.11,56,11783
+2.56,+15.07,+5.15,103,+1.04,+3.56,+4.11,28,789
,,,4,,,,0,3468
+1.67,+11.93,+7.24,946,+1.23,+2.50,+4.76,205,11362
+6.67,+20.70,+8.43,62,-7.02,+3.01,,8,5776
+0.47,+24.72,+9.29,10,+3.33,+12.05,+2.04,16,8183
+10.65,+39.05,,8,-2.33,+4.17,,21,8307
+2.27,+26.14,+12.29,49,-0.78,+3.07,,12,83
,,,6,,,,0,2443
,,,0,,,,0,11109
,,,5,,,,0,1052
,,,6,,,,0,5162
+3.53,+29.41,+14.59,93,+0.93,+48.48,+22.18,16,8943
0.00,+13.29,,19,,,,0,5472
+6.72,+22.33,+9.70,32,-12.07,-6.97,+1.18,31,7154
+8.75,+19.18,+7.36,130,+3.70,+4.77,+2.93,82,8017
-1.19,+13.70,+5.49,81,,,,3,2723
,,,4,,,,0,4566
+1.82,+17.90,+10.53,66,+0.72,+37.19,+9.75,11,36
+1.80,+14.09,+13.12,94,0.00,+14.73,+10.76,14,10898
,,,2,,,,,2458
,,,0,,,,,11798
,,,0,,,,0,9704
+2.36,+27.92,+10.93,185,+8.55,+26.92,+7.30,62,325
0.00,+38.36,+11.90,66,0.00,+31.79,+12.68,37,5348
-2.97,+18.21,+9.63,24,0.00,,-6.85,6,3149
,,,0,,,,,10744
+1.67,+16.19,+10.52,90,,,,1,11412
+2.30,+15.58,+5.38,91,0.00,+14.09,+0.14,230,2471
,,,3,,,,0,1435
+11.28,+18.86,+2.78,138,+32.31,,+0.39,17,11659
+0.70,+23.92,+9.75,128,+6.21,+28.33,+10.64,14,1051
,,,0,+2.69,+17.18,+0.73,166,3273
+6.45,+16.47,+9.72,81,,,,4,9772
0.00,-0.10,+2.34,72,,,,3,11937
+0.85,+34.29,+9.29,33,+1.06,+12.43,0.00,142,5660
+6.80,+14.35,+5.07,27,,,,4,459
,,,0,,,,0,10605
+1.34,+17.07,+8.38,76,+5.67,+14.44,+4.86,34,6403
0.00,+10.71,+14.29,49,,,,1,9012
0.00,+36.01,+9.75,23,,,,0,7647
+6.67,+16.36,+12.51,45,,,,0,3481
,,,0,+0.87,,,5,66
+1.01,+21.78,+6.00,24,,,,0,12390
+2.01,+23.40,+9.87,57,+3.33,+25.86,+9.86,20,85
+3.38,+36.70,+15.23,151,+1.95,+27.64,+15.39,129,4789
+1.11,+5.81,+11.42,14,,,,0,8678
,,,4,,,,0,10467
+7.09,+33.03,+10.13,113,+6.05,+26.62,+20.34,14,6280
+3.54,+31.27,+16.38,120,+7.87,+24.03,+13.53,33,11425
-0.18,+23.41,+8.76,106,+4.04,+6.14,+4.49,64,10771
+0.26,+12.06,+4.90,81,+2.47,+9.71,+2.36,288,584
-0.79,+0.89,+0.54,129,,,,10,11553
0.00,+42.28,,22,,,,0,2541
+20.90,+32.83,+8.12,9,,,,5,6962
+1.36,+21.48,+8.92,31,,,,2,11106
+3.26,+23.25,+10.77,107,,,,2,1681
,,,3,,,,0,2765
+2.42,+20.27,+10.99,112,,,,1,10179
+1.52,+13.56,+4.90,130,+11.68,+44.20,,22,5474
,,,5,,,,0,5340
+5.88,+15.66,+6.72,47,,,,0,12536
-2.67,+27.44,+8.84,16,,,,0,5189
+2.56,+12.82,+10.67,37,,,,4,11882
,,,1,,,,,8933
,,,5,,,,0,612
+2.16,+31.11,+7.55,87,,,,3,1305
+3.89,+28.08,+7.05,131,,,,0,3869
,,,3,,,,0,12143
+1.74,+9.72,+4.91,101,+4.03,-6.29,,12,11598
+1.47,+13.57,+7.07,68,,,,1,9387
,,,3,,,,0,6457
,,,0,,,,,11007
+7.11,+8.47,+8.15,20,,,,0,6473
+2.22,+33.92,+12.52,108,+14.66,+41.11,+10.43,32,4864
+13.04,+18.18,+4.17,77,,,,3,7949
+0.74,+9.30,+7.26,515,+0.09,+20.27,+4.96,14,9694
+4.65,+22.46,+9.40,23,,,,8,7418
,,,4,,,,0,1448
,,,2,,,,0,6487
+4.65,+13.92,+3.71,221,,,,2,5924
+1.25,+33.00,+14.87,87,+31.21,+48.31,+8.95,24,8507
-4.86,-14.37,+1.05,16,,,,0,10140
-2.33,+20.13,+2.18,63,+1.01,+16.28,-0.25,31,6165
-3.60,+2.12,+4.71,279,0.00,0.00,+7.59,252,10832
,,,4,,,,0,12895
+4.19,+28.71,+12.03,36,,,,0,1121
+13.64,+36.99,+18.14,14,,,,,4390
+3.75,+29.11,+14.52,66,,,,7,3331
+7.98,+48.58,+11.88,59,,,,3,1736
+5.24,+17.35,+1.68,54,,,,4,11724
,,,7,,,,0,10018
+3.08,+36.39,+13.23,73,+9.32,,,9,2187
+3.60,+24.80,+5.03,70,+1.50,+9.31,-1.23,32,5672
+1.36,+19.24,+10.53,208,+4.04,+14.41,+12.17,17,10300
+0.37,+10.16,,8,,,,0,9497
,,,0,,,,,9184
+13.21,+15.38,+5.46,39,-5.88,-1.68,+3.32,29,6804
+0.24,+17.47,+6.86,78,,,-0.52,7,398
+3.10,+25.34,+10.32,208,-3.77,,+2.09,5,4328
-5.71,+32.00,+24.80,63,0.00,+29.31,+18.57,43,6491
0.00,+5.69,+6.20,146,0.00,+29.90,+9.57,90,11721
,,,2,,,,0,9848
+3.33,+34.05,+12.18,37,,,,5,3322
+0.22,+5.42,+3.85,85,,,,2,11613
-1.15,+22.65,+11.61,56,,,,7,6510
+0.63,+6.37,+3.89,89,+5.13,+15.28,+8.45,40,11023
+3.26,+15.85,+8.56,265,+10.34,+25.49,+9.31,53,11370
+1.27,+22.45,+5.69,174,,,,2,5090
,,,1,,,,,8230
-1.39,+23.04,+15.09,40,,,,4,8927
+3.25,+12.32,+5.64,361,+7.76,+8.70,,8,11529
+2.20,+15.25,+4.17,166,-0.65,+36.79,+8.07,24,4836
,,,3,,,,0,11269
+7.04,+26.67,+10.09,127,+4.35,+25.52,+9.19,25,10237
+5.19,+16.77,+9.93,13,,,,0,10671
-15.79,-3.03,-1.78,31,,,,1,12792
+4.11,+11.76,+1.09,113,,,,0,946
+5.56,+31.03,+7.76,231,+0.96,+20.00,,34,5139
-1.74,+12.09,+7.32,134,0.00,+3.95,+0.81,188,12721
+0.19,+33.59,+8.91,81,-1.93,-9.69,-6.49,16,482
+1.05,+24.73,+5.40,46,-0.69,+5.65,+1.76,271,3259
-0.55,+5.88,+3.04,61,,,,0,11890
+12.00,+30.23,+13.09,36,,,,4,1233
+12.29,,,8,,,,,6654
-1.96,+12.36,+3.96,63,-4.14,-7.53,+2.42,70,10029
